agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,performance_index,cost_efficiency_ratio,autonomous_capability_score,DAY(timestamp),MONTH(timestamp),WEEKDAY(timestamp),YEAR(timestamp)
Document Processor,Gemini-Pro,Hybrid,Data Analysis,4.0,4.0,0.6339,0.677,0.7168,64.17,870.15,346.6,41.1,True,0.7404,True,False,0.6717,25.93436293436293,91.828,28,12,5,2024
Data Analyst,Gemini-Pro,Hybrid,Communication,6.0,4.0,0.5287,0.5752,0.6099,22.45,642.72,422.4,67.4,True,0.6705,False,False,0.56701,44.64645669291339,86.935,28,12,5,2024
Email Manager,LLaMA-3,Hybrid,Creative Writing,5.0,5.0,0.6133,0.6133,0.6051,36.25,861.97,332.7,62.5,True,0.7011,False,False,0.6108399999999999,37.24634146341463,99.077,28,12,5,2024
Sales Assistant,PaLM-2,Desktop,Research & Summarization,5.0,3.0,0.5778,0.659,0.6771,41.27,1929.37,344.6,59.9,True,0.6026,False,True,0.63195,34.722527472527474,72.182,28,12,5,2024
Social Media Manager,InstructGPT,Cloud,Research & Summarization,4.0,3.0,0.5784,0.6936,0.6952,70.06,1225.8,275.3,49.2,True,0.6328,True,True,0.648,23.911439114391143,74.29599999999999,28,12,5,2024
Content Creator,Falcon-180B,Cloud,Text Processing,7.0,7.0,0.4497,0.4768,0.5272,23.29,939.45,453.7,78.6,True,0.5872,False,True,0.4810799999999999,36.17142857142857,111.104,28,12,5,2024
Customer Service,Gemini-Pro,Mobile,Data Analysis,8.0,6.0,0.3,0.4556,0.5017,42.03,457.06,507.2,96.4,True,0.4225,True,True,0.40719,20.25820895522388,89.575,28,12,5,2024
Social Media Manager,Mixtral-8x7B,Desktop,Communication,3.0,4.0,0.7728,0.6755,0.6922,20.63,133.63,234.2,57.6,False,0.893,False,False,0.71943,70.53235294117647,122.51,28,12,5,2024
Research Assistant,Claude-3.5,Server,Research & Summarization,6.0,7.0,0.5743,0.5907,0.6017,36.22,1638.14,437.2,68.0,True,0.7149,True,False,0.58744,33.76091954022988,120.043,28,12,5,2024
Project Manager,Transformer-XL,Desktop,Text Processing,2.0,1.0,0.648,0.7679,0.7202,17.63,160.49,230.1,22.4,True,0.7901,False,False,0.70563,76.69891304347826,65.307,28,12,5,2024
Content Creator,PaLM-2,Hybrid,Decision Making,7.0,7.0,0.4895,0.5082,0.5583,19.58,452.63,428.3,59.5,True,0.5392,False,False,0.51575,43.70762711864407,107.744,28,12,5,2024
Sales Assistant,LLaMA-3,Desktop,Problem Solving,6.0,4.0,0.4337,0.6299,0.6593,68.09,560.66,391.1,70.3,True,0.4814,False,False,0.56024,20.29855072463768,73.69800000000001,28,12,5,2024
QA Tester,Mixtral-8x7B,Server,Code Generation,4.0,4.0,0.6803,0.7374,0.7132,64.2,1602.16,286.9,41.2,True,0.7477,False,False,0.7073,27.95652173913044,92.339,28,12,5,2024
Financial Advisor,GPT-4o,Desktop,Data Analysis,6.0,6.0,0.5447,0.616,0.5938,43.34,869.26,413.7,71.4,True,0.6557,False,False,0.58082,29.633673469387755,105.899,28,12,5,2024
Data Analyst,Transformer-XL,Edge,Creative Writing,7.0,8.0,0.346,0.5319,0.5036,31.64,1633.31,504.0,79.0,True,0.4009,True,True,0.44905,27.05120481927711,108.063,28,12,5,2024
Research Assistant,Transformer-XL,Edge,Text Processing,2.0,3.0,0.7378,0.7409,0.7553,28.25,544.06,182.9,29.6,False,0.7921,False,True,0.74398,60.98196721311476,105.447,28,12,5,2024
HR Recruiter,LLaMA-3,Desktop,Creative Writing,3.0,2.0,0.7915,0.7397,0.7381,53.31,277.23,268.8,44.9,False,0.8299,True,True,0.7599400000000001,35.346046511627904,98.093,28,12,5,2024
Social Media Manager,Transformer-XL,Cloud,Planning & Scheduling,6.0,5.0,0.4462,0.5199,0.5645,35.21,1360.4,395.8,65.8,True,0.5285,False,False,0.5038,30.167664670658684,86.995,28,12,5,2024
Document Processor,Mixtral-8x7B,Desktop,Creative Writing,4.0,2.0,0.6317,0.6668,0.6639,15.0,2204.0,244.1,27.7,True,0.7174,True,False,0.6518900000000001,77.60595238095237,70.218,28,12,5,2024
HR Recruiter,Gemini-Pro,Mobile,Problem Solving,10.0,9.0,0.3,0.4,0.4292,59.0,1908.29,623.5,92.3,True,0.3588,False,True,0.36876,13.708550185873603,115.116,28,12,5,2024
Financial Advisor,LLaMA-3,Desktop,Decision Making,5.0,4.0,0.5223,0.5924,0.6384,54.04,119.43,324.2,59.9,True,0.5882,False,False,0.57816,25.92645739910314,81.174,28,12,5,2024
QA Tester,GPT-4o,Cloud,Code Generation,4.0,3.0,0.6212,0.7315,0.7484,54.99,626.57,313.4,52.2,True,0.7429,False,False,0.69245,30.77555555555556,82.003,29,12,6,2024
Project Manager,Claude-3.5,Server,Planning & Scheduling,4.0,3.0,0.6088,0.6771,0.6933,19.11,752.08,329.7,64.6,True,0.7417,False,False,0.65464,61.18130841121495,81.91900000000001,29,12,6,2024
Translation Agent,Gemini-Pro,Edge,Data Analysis,4.0,4.0,0.6731,0.7457,0.7262,78.59,781.46,306.8,49.3,True,0.8143,False,True,0.7108099999999999,23.45907590759076,97.001,29,12,6,2024
QA Tester,PaLM-2,Cloud,Creative Writing,4.0,2.0,0.656,0.6947,0.7208,29.75,856.53,321.7,61.2,True,0.7944,True,False,0.6870499999999999,48.72695035460992,75.608,29,12,6,2024
HR Recruiter,PaLM-2,Mobile,Planning & Scheduling,4.0,2.0,0.6354,0.6606,0.6478,23.27,1049.09,277.5,59.9,True,0.7627,False,True,0.6466799999999999,56.23304347826086,73.38900000000001,29,12,6,2024
HR Recruiter,InstructGPT,Desktop,Text Processing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,29,12,6,2024
Research Assistant,Falcon-180B,Server,Decision Making,7.0,6.0,0.3127,0.5193,0.5046,16.89,702.64,437.9,46.1,True,0.384,False,False,0.4322499999999999,39.29545454545455,86.88,29,12,6,2024
Project Manager,CodeT5+,Cloud,Learning & Adaptation,10.0,10.0,0.3,0.4,0.3818,81.06,1151.55,605.7,87.8,True,0.4456,False,False,0.3545399999999999,10.397067448680351,131.192,29,12,6,2024
Project Manager,Transformer-XL,Cloud,Text Processing,5.0,6.0,0.5777,0.5524,0.6011,24.59,1515.12,383.8,65.7,True,0.6239,False,False,0.57713,44.394615384615385,103.673,29,12,6,2024
Sales Assistant,LLaMA-3,Mobile,Problem Solving,9.0,10.0,0.3,0.4,0.4265,62.12,238.51,561.2,96.0,True,0.3265,False,True,0.36795,13.478021978021978,122.855,29,12,6,2024
Email Manager,Gemini-Pro,Mobile,Creative Writing,6.0,6.0,0.4803,0.5905,0.6483,35.77,1612.78,346.9,60.7,True,0.5902,False,True,0.56376,34.37560975609756,101.314,29,12,6,2024
Content Creator,GPT-4o,Mobile,Data Analysis,8.0,6.0,0.3013,0.4,0.5673,55.57,568.72,501.1,94.2,True,0.3768,True,True,0.41071,16.763673469387754,86.376,29,12,6,2024
Data Analyst,Claude-3.5,Edge,Communication,6.0,8.0,0.5439,0.5741,0.6429,17.35,329.82,399.7,72.4,True,0.6334,False,True,0.5826600000000001,53.95,124.338,29,12,6,2024
HR Recruiter,Falcon-180B,Hybrid,Code Generation,4.0,3.0,0.5748,0.717,0.6413,29.16,1881.09,270.3,36.0,True,0.7035,False,False,0.6374099999999999,47.56791044776119,79.245,29,12,6,2024
Social Media Manager,GPT-4o,Server,Problem Solving,8.0,8.0,0.3233,0.4525,0.4904,90.71,1757.97,485.8,105.5,True,0.4206,False,False,0.41219,11.418005540166206,109.442,29,12,6,2024
Social Media Manager,Mixtral-8x7B,Mobile,Text Processing,7.0,5.0,0.3432,0.5249,0.5105,19.85,868.51,425.6,58.8,True,0.4075,False,True,0.4478999999999999,37.63865546218487,78.525,29,12,6,2024
Task Planner,Falcon-180B,Mobile,Text Processing,5.0,4.0,0.5554,0.557,0.681,24.23,193.63,390.1,57.5,True,0.6543,False,True,0.5935600000000001,45.658461538461545,85.801,29,12,6,2024
Document Processor,Falcon-180B,Hybrid,Data Analysis,8.0,10.0,0.3469,0.4359,0.4936,65.71,885.9,482.1,93.4,True,0.487,True,False,0.41761,15.076173285198552,134.09,29,12,6,2024
Email Manager,LLaMA-3,Hybrid,Learning & Adaptation,9.0,9.0,0.3,0.4355,0.4673,97.66,480.21,543.6,82.6,True,0.3851,False,False,0.3908399999999999,10.02153846153846,116.957,29,12,6,2024
Social Media Manager,CodeT5+,Mobile,Learning & Adaptation,9.0,9.0,0.3,0.4123,0.4773,14.4,1430.28,602.0,85.8,True,0.4396,False,True,0.38688,32.7864406779661,120.772,29,12,6,2024
Sales Assistant,InstructGPT,Desktop,Problem Solving,7.0,7.0,0.4742,0.578,0.632,79.34,1430.67,466.3,76.9,True,0.5452,False,False,0.55268,17.217445482866044,108.164,29,12,6,2024
Content Creator,Claude-3.5,Hybrid,Text Processing,5.0,6.0,0.6087,0.6675,0.6704,26.74,783.04,352.1,52.2,True,0.7503,False,False,0.64485,48.12313432835822,112.521,29,12,6,2024
Task Planner,Transformer-XL,Edge,Creative Writing,5.0,7.0,0.4984,0.553,0.6467,23.61,702.35,323.0,38.5,True,0.5361,True,True,0.55927,46.2206611570248,107.527,29,12,6,2024
Project Manager,Mixtral-8x7B,Mobile,Problem Solving,7.0,6.0,0.3575,0.5086,0.5284,66.35,2227.71,431.9,75.2,True,0.3945,False,True,0.4541,16.572992700729927,87.61500000000001,29,12,6,2024
Customer Service,Transformer-XL,Hybrid,Communication,3.0,4.0,0.7415,0.6981,0.7421,19.86,129.44,239.4,41.8,False,0.8696,False,False,0.72866,72.86600000000001,120.872,29,12,6,2024
Data Analyst,LLaMA-3,Edge,Problem Solving,10.0,9.0,0.3,0.4,0.3755,69.41,181.72,571.0,87.6,True,0.3969,False,True,0.35265,11.833892617449663,117.783,29,12,6,2024
QA Tester,Transformer-XL,Cloud,Text Processing,6.0,7.0,0.4365,0.4691,0.6189,31.37,159.24,352.6,80.1,True,0.563,False,False,0.501,33.4,109.41,29,12,6,2024
Document Processor,Transformer-XL,Server,Communication,2.0,1.0,0.7153,0.8042,0.7227,31.81,1674.77,169.3,30.4,False,0.8402,False,False,0.7441900000000001,55.95413533834588,88.814,29,12,6,2024
Social Media Manager,LLaMA-3,Server,Communication,3.0,5.0,0.6603,0.7961,0.7758,22.77,1443.47,267.3,35.3,True,0.7282,False,False,0.73569,65.10530973451327,100.974,29,12,6,2024
Task Planner,LLaMA-3,Edge,Communication,4.0,3.0,0.6984,0.6387,0.7652,11.97,814.4,314.9,62.3,True,0.7354,False,True,0.70053,86.48518518518519,81.47800000000001,29,12,6,2024
Data Analyst,PaLM-2,Edge,Text Processing,7.0,8.0,0.4452,0.5357,0.5382,33.61,1618.3,451.9,84.0,True,0.521,False,True,0.5002500000000001,29.955089820359287,116.47,29,12,6,2024
Social Media Manager,CodeT5+,Desktop,Problem Solving,10.0,10.0,0.3,0.4,0.4185,60.2,617.5,571.0,116.8,True,0.3451,False,False,0.36555,13.639925373134329,124.157,30,12,0,2024
QA Tester,Falcon-180B,Server,Data Analysis,5.0,4.0,0.5659,0.6191,0.6161,81.21,927.87,357.2,47.3,True,0.6647,True,True,0.5969199999999999,18.88987341772152,86.529,30,12,0,2024
Financial Advisor,Claude-3.5,Hybrid,Planning & Scheduling,4.0,6.0,0.772,0.7694,0.7273,25.16,700.73,284.9,57.9,False,0.8963,False,True,0.75781,62.11557377049181,142.741,30,12,0,2024
Research Assistant,GPT-4o,Mobile,Text Processing,6.0,4.0,0.4555,0.5661,0.5767,23.55,309.45,413.6,80.8,True,0.5488,False,True,0.5250400000000001,40.38769230769231,78.416,30,12,0,2024
Email Manager,Mixtral-8x7B,Desktop,Text Processing,3.0,5.0,0.547,0.6597,0.7362,35.65,2136.45,311.2,38.4,True,0.5983,False,True,0.63757,39.848125,91.881,30,12,0,2024
Code Assistant,Claude-3.5,Edge,Code Generation,9.0,10.0,0.3,0.4,0.4299,58.85,280.15,552.4,81.2,True,0.4064,False,True,0.36897,14.136781609195404,128.448,30,12,0,2024
Sales Assistant,Transformer-XL,Desktop,Problem Solving,7.0,5.0,0.3194,0.5021,0.475,63.82,4126.33,469.1,85.8,True,0.4022,False,True,0.42089,15.588518518518518,78.154,30,12,0,2024
HR Recruiter,Gemini-Pro,Hybrid,Decision Making,5.0,4.0,0.5809,0.6424,0.6925,67.77,419.14,362.1,59.7,True,0.6358,False,False,0.63283,23.26580882352941,84.506,30,12,0,2024
Research Assistant,PaLM-2,Desktop,Communication,5.0,7.0,0.5726,0.6301,0.6594,11.39,1238.2,358.3,53.3,True,0.6218,False,False,0.61589,73.3202380952381,113.526,30,12,0,2024
Marketing Assistant,InstructGPT,Edge,Text Processing,3.0,4.0,0.7164,0.7823,0.7482,19.06,1842.37,276.0,43.6,False,0.7174,False,True,0.74571,73.83267326732673,110.218,30,12,0,2024
Research Assistant,Claude-3.5,Cloud,Code Generation,7.0,7.0,0.415,0.4684,0.5882,59.23,233.11,420.4,75.0,True,0.5589,False,True,0.4829799999999999,19.39678714859437,109.123,30,12,0,2024
Content Creator,GPT-4o,Mobile,Code Generation,8.0,8.0,0.3006,0.4999,0.5459,66.66,263.2,481.1,68.3,True,0.3373,False,True,0.43398,15.499285714285715,103.611,30,12,0,2024
Sales Assistant,PaLM-2,Desktop,Communication,3.0,4.0,0.7961,0.7706,0.6895,20.57,134.09,279.2,30.3,False,0.8239,False,False,0.75647,71.36509433962264,117.673,30,12,0,2024
Sales Assistant,Gemini-Pro,Desktop,Data Analysis,4.0,5.0,0.5594,0.6613,0.6796,53.46,2056.34,298.2,47.4,True,0.5858,False,False,0.62603,28.716972477064218,91.006,30,12,0,2024
Task Planner,InstructGPT,Desktop,Planning & Scheduling,6.0,6.0,0.4886,0.6357,0.5445,28.43,290.61,421.2,65.7,True,0.4978,False,False,0.5495,37.38095238095238,94.846,30,12,0,2024
HR Recruiter,Transformer-XL,Mobile,Data Analysis,7.0,7.0,0.3,0.4804,0.5417,78.65,454.49,459.6,84.5,True,0.375,True,True,0.42663,13.416037735849056,96.25,30,12,0,2024
Translation Agent,Gemini-Pro,Server,Communication,4.0,4.0,0.6588,0.7278,0.6881,31.6,851.5,338.3,43.9,True,0.6631,False,False,0.6882900000000001,46.19395973154363,86.417,30,12,0,2024
Code Assistant,Mixtral-8x7B,Edge,Decision Making,8.0,8.0,0.3,0.435,0.4437,34.93,223.84,502.8,93.2,True,0.31,False,True,0.38361,21.672881355932205,101.7,30,12,0,2024
Translation Agent,Transformer-XL,Server,Communication,3.0,1.0,0.7391,0.7038,0.7061,15.21,790.61,286.6,41.2,False,0.7606,False,True,0.71861,80.74269662921347,83.242,30,12,0,2024
Translation Agent,Mixtral-8x7B,Cloud,Problem Solving,7.0,7.0,0.4646,0.4732,0.48,65.68,1235.43,480.0,64.4,True,0.5414,False,False,0.4718,17.03249097472924,107.898,30,12,0,2024
Translation Agent,Claude-3.5,Server,Text Processing,5.0,3.0,0.6839,0.6323,0.6492,35.88,620.14,328.2,72.6,True,0.829,False,False,0.65801,40.6179012345679,88.03,30,12,0,2024
Research Assistant,InstructGPT,Cloud,Research & Summarization,4.0,5.0,0.6362,0.7141,0.7437,49.03,1204.49,240.9,55.4,True,0.6391,False,False,0.69182,34.94040404040404,94.737,30,12,0,2024
Data Analyst,CodeT5+,Edge,Creative Writing,8.0,9.0,0.3,0.4742,0.5339,31.16,639.14,475.2,81.2,True,0.3599,False,True,0.4224299999999999,26.23788819875776,115.193,30,12,0,2024
Document Processor,Claude-3.5,Desktop,Code Generation,3.0,5.0,0.7996,0.7498,0.7621,47.51,332.24,276.7,36.0,False,0.945,False,False,0.77341,39.45969387755103,136.14999999999998,30,12,0,2024
Marketing Assistant,Claude-3.5,Mobile,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,31,12,1,2024
Email Manager,Gemini-Pro,Edge,Learning & Adaptation,9.0,7.0,0.3,0.45,0.4534,91.16,322.23,509.3,102.1,True,0.389,False,True,0.39102,10.712876712328768,97.23,31,12,1,2024
Document Processor,Transformer-XL,Server,Learning & Adaptation,9.0,9.0,0.3,0.4,0.4095,85.75,2179.04,497.0,77.5,True,0.3221,False,False,0.36285,10.48699421965318,112.547,31,12,1,2024
Marketing Assistant,CodeT5+,Server,Creative Writing,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,True,0.53905,True,True,0.5292349999999999,27.966852002794596,102.434,31,12,1,2024
Content Creator,Falcon-180B,Server,Code Generation,8.0,10.0,0.3,0.424,0.4646,35.73,987.74,495.9,78.8,True,0.3142,False,False,0.38658,21.59664804469274,121.994,31,12,1,2024
Email Manager,LLaMA-3,Server,Creative Writing,8.0,9.0,0.3,0.4012,0.4742,24.57,497.3,556.5,77.2,True,0.407,True,False,0.3826199999999999,25.8527027027027,118.49,31,12,1,2024
Marketing Assistant,GPT-4o,Mobile,Problem Solving,10.0,10.0,0.3,0.4194,0.4824,95.01,348.88,613.1,106.0,True,0.3692,False,True,0.39054,10.065463917525772,125.844,31,12,1,2024
Social Media Manager,Mixtral-8x7B,Cloud,Research & Summarization,5.0,6.0,0.4874,0.6261,0.5864,43.83,491.82,296.1,79.6,True,0.5083,True,False,0.55871,30.03817204301075,95.581,31,12,1,2024
Content Creator,Falcon-180B,Mobile,Research & Summarization,5.0,3.0,0.584,0.5463,0.5988,56.28,569.24,337.8,58.4,True,0.6255,True,True,0.57713,24.98398268398268,73.785,31,12,1,2024
Project Manager,Transformer-XL,Cloud,Data Analysis,7.0,8.0,0.3966,0.4724,0.4973,47.11,926.54,428.4,68.2,True,0.5134,False,False,0.4495499999999999,21.40714285714285,115.938,31,12,1,2024
Email Manager,Gemini-Pro,Desktop,Problem Solving,10.0,10.0,0.3,0.4,0.368,75.62,174.15,619.4,111.9,True,0.3282,False,False,0.3504,10.814814814814817,122.974,31,12,1,2024
Sales Assistant,GPT-4o,Edge,Problem Solving,10.0,8.0,0.3,0.4242,0.3871,52.15,1286.25,599.0,114.6,True,0.3409,False,True,0.36339,14.893032786885245,103.863,31,12,1,2024
Task Planner,CodeT5+,Edge,Learning & Adaptation,7.0,6.0,0.3779,0.427,0.4838,145.63,1420.88,472.3,79.5,True,0.4361,False,True,0.4244,7.815837937384899,90.527,31,12,1,2024
Translation Agent,Gemini-Pro,Edge,Code Generation,4.0,2.0,0.6387,0.6701,0.7557,39.13,115.98,270.7,30.6,True,0.6617,False,True,0.68322,40.91137724550899,66.31899999999999,31,12,1,2024
Project Manager,CodeT5+,Edge,Planning & Scheduling,3.0,5.0,0.7028,0.6979,0.7904,44.52,326.0,241.8,30.6,False,0.8475,False,True,0.72761,39.76010928961748,129.325,31,12,1,2024
Document Processor,Falcon-180B,Hybrid,Research & Summarization,8.0,8.0,0.3135,0.4389,0.4911,48.99,517.85,490.3,76.2,True,0.4074,True,False,0.4044,18.21621621621621,108.518,31,12,1,2024
Content Creator,Mixtral-8x7B,Mobile,Problem Solving,7.0,6.0,0.3947,0.4453,0.5052,80.56,167.46,431.4,79.9,True,0.4318,False,True,0.44303,13.758695652173914,90.226,31,12,1,2024
Email Manager,Mixtral-8x7B,Server,Research & Summarization,6.0,7.0,0.4648,0.5404,0.5991,47.66,1171.95,440.6,59.5,True,0.4981,False,False,0.52777,24.777934272300467,104.867,31,12,1,2024
Email Manager,PaLM-2,Server,Planning & Scheduling,7.0,6.0,0.363,0.4865,0.563,26.19,1604.08,484.8,71.1,True,0.3642,False,True,0.4600499999999999,31.51027397260274,85.494,31,12,1,2024
Data Analyst,Transformer-XL,Cloud,Data Analysis,7.0,7.0,0.3565,0.5156,0.5026,68.3,102.22,493.1,76.8,True,0.4224,True,False,0.44806,15.61184668989547,99.568,31,12,1,2024
Document Processor,CodeT5+,Hybrid,Learning & Adaptation,10.0,8.0,0.3,0.4,0.406,84.83,423.62,645.0,107.4,True,0.3189,False,True,0.3618,10.134453781512605,102.323,31,12,1,2024
Content Creator,Mixtral-8x7B,Hybrid,Communication,6.0,7.0,0.4406,0.5793,0.5689,27.26,873.6,423.7,58.0,True,0.4922,False,False,0.5206999999999999,36.412587412587406,104.454,31,12,1,2024
Marketing Assistant,InstructGPT,Hybrid,Text Processing,3.0,5.0,0.7059,0.7444,0.7718,30.07,303.85,219.2,51.4,False,0.7297,False,True,0.73722,55.85,121.079,31,12,1,2024
Document Processor,Transformer-XL,Edge,Creative Writing,6.0,4.0,0.413,0.5758,0.5942,53.1,1437.59,408.5,62.3,True,0.4956,False,True,0.5162,22.640350877192983,74.69200000000001,31,12,1,2024
Content Creator,GPT-4o,Mobile,Learning & Adaptation,8.0,7.0,0.327,0.554,0.521,153.2,2831.81,467.6,92.3,True,0.4278,False,True,0.4533,7.994708994708995,99.946,31,12,1,2024
Task Planner,Falcon-180B,Server,Text Processing,5.0,5.0,0.5488,0.6092,0.6087,26.84,241.97,353.8,58.3,True,0.5915,False,False,0.5848899999999999,43.32518518518518,91.405,31,12,1,2024
Sales Assistant,Claude-3.5,Hybrid,Creative Writing,5.0,3.0,0.6501,0.6369,0.6532,32.81,2258.16,388.9,55.3,True,0.747,False,False,0.64707,40.95379746835443,82.28999999999999,1,1,2,2025
Translation Agent,Gemini-Pro,Server,Decision Making,7.0,5.0,0.4121,0.5129,0.5487,46.18,675.07,455.0,64.5,True,0.4558,False,True,0.48332,23.12535885167464,81.906,1,1,2,2025
Project Manager,Falcon-180B,Desktop,Data Analysis,5.0,5.0,0.5056,0.5827,0.6771,75.46,2040.5,385.9,44.8,True,0.6048,True,False,0.58018,19.33933333333333,92.336,1,1,2,2025
Task Planner,Claude-3.5,Desktop,Code Generation,8.0,7.0,0.3563,0.5228,0.5357,51.75,1398.87,501.3,89.6,True,0.4166,False,False,0.46007,19.74549356223176,99.162,1,1,2,2025
Research Assistant,LLaMA-3,Hybrid,Problem Solving,7.0,9.0,0.3187,0.5164,0.513,49.58,526.12,450.7,64.6,True,0.4254,False,True,0.4363,19.831818181818186,119.778,1,1,2,2025
Sales Assistant,GPT-4o,Mobile,Planning & Scheduling,6.0,8.0,0.4774,0.5397,0.6145,38.38,770.36,329.3,76.3,True,0.4806,False,True,0.53722,31.41637426900585,113.642,1,1,2,2025
Code Assistant,Gemini-Pro,Server,Planning & Scheduling,4.0,5.0,0.7403,0.7426,0.6873,34.01,1494.91,301.3,42.9,False,0.7736,False,False,0.72509,47.39150326797385,124.152,1,1,2,2025
HR Recruiter,Transformer-XL,Hybrid,Code Generation,5.0,4.0,0.5497,0.5673,0.59,41.34,1226.44,293.8,62.1,True,0.678,False,False,0.56707,32.03785310734463,87.46000000000001,1,1,2,2025
Translation Agent,Claude-3.5,Edge,Decision Making,10.0,10.0,0.3,0.4,0.4235,27.43,462.59,587.9,90.5,True,0.3289,False,True,0.36705,22.940625,123.023,1,1,2,2025
Project Manager,Claude-3.5,Cloud,Problem Solving,7.0,9.0,0.3821,0.5021,0.5655,90.85,1256.81,430.0,71.9,True,0.4125,False,False,0.47312,13.289887640449438,118.875,1,1,2,2025
Document Processor,InstructGPT,Server,Communication,4.0,3.0,0.6243,0.7279,0.7025,11.95,350.95,313.5,63.6,True,0.6719,False,False,0.67884,83.80740740740741,77.033,1,1,2,2025
QA Tester,LLaMA-3,Mobile,Data Analysis,8.0,8.0,0.3,0.5001,0.4681,85.0,2302.6,539.9,77.9,True,0.4321,False,True,0.41046,11.828818443804034,110.247,1,1,2,2025
Data Analyst,Claude-3.5,Edge,Learning & Adaptation,7.0,6.0,0.4091,0.5752,0.5167,56.21,823.38,512.9,80.1,True,0.4278,False,True,0.49121,19.72730923694779,89.946,1,1,2,2025
Social Media Manager,CodeT5+,Server,Research & Summarization,7.0,7.0,0.5024,0.4637,0.5431,63.21,3620.45,415.7,79.1,True,0.6098,True,True,0.503,19.198473282442748,112.686,1,1,2,2025
Research Assistant,PaLM-2,Hybrid,Text Processing,6.0,4.0,0.4641,0.6001,0.6124,26.03,407.82,439.9,63.8,True,0.4714,False,True,0.54939,38.96382978723404,72.99799999999999,1,1,2,2025
Financial Advisor,Gemini-Pro,Hybrid,Text Processing,6.0,4.0,0.4213,0.6313,0.5923,25.58,586.84,444.5,85.3,True,0.5328,False,True,0.5356,38.25714285714286,77.296,1,1,2,2025
Sales Assistant,LLaMA-3,Hybrid,Code Generation,9.0,8.0,0.3,0.4,0.4258,39.9,3780.95,551.5,100.7,True,0.4123,False,True,0.3677399999999999,18.57272727272727,108.861,1,1,2,2025
Data Analyst,PaLM-2,Cloud,Planning & Scheduling,7.0,5.0,0.4111,0.5259,0.5464,32.17,1166.45,425.6,72.6,True,0.5358,False,False,0.4861299999999999,30.383125,87.506,1,1,2,2025
Sales Assistant,Claude-3.5,Server,Research & Summarization,9.0,10.0,0.3,0.4905,0.4682,26.94,176.34,510.1,86.5,True,0.4035,True,True,0.40761,26.994039735099346,128.245,1,1,2,2025
